Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_1024', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.784173, train acc: 0.429255, train avg acc: 0.254805
Test 0, loss: 2.315338, test acc: 0.544976, test avg acc: 0.450006
Train 1, loss: 2.196610, train acc: 0.645053, train avg acc: 0.462841
Test 1, loss: 2.020240, test acc: 0.700162, test avg acc: 0.580337
Train 2, loss: 2.024377, train acc: 0.712744, train avg acc: 0.560449
Test 2, loss: 1.826721, test acc: 0.791329, test avg acc: 0.696134
Train 3, loss: 1.939601, train acc: 0.752036, train avg acc: 0.620096
Test 3, loss: 1.778881, test acc: 0.814425, test avg acc: 0.707669
Train 4, loss: 1.881594, train acc: 0.777586, train avg acc: 0.658387
Test 4, loss: 1.777157, test acc: 0.799838, test avg acc: 0.692564
Train 5, loss: 1.832673, train acc: 0.797944, train avg acc: 0.683634
Test 5, loss: 1.768745, test acc: 0.819287, test avg acc: 0.748541
Train 6, loss: 1.805948, train acc: 0.808021, train avg acc: 0.701294
Test 6, loss: 1.714019, test acc: 0.853728, test avg acc: 0.785814
Train 7, loss: 1.774981, train acc: 0.820949, train avg acc: 0.720634
Test 7, loss: 1.648097, test acc: 0.856969, test avg acc: 0.774128
Train 8, loss: 1.748260, train acc: 0.834894, train avg acc: 0.742813
Test 8, loss: 1.698197, test acc: 0.837520, test avg acc: 0.745756
Train 9, loss: 1.733074, train acc: 0.836625, train avg acc: 0.745216
Test 9, loss: 1.665944, test acc: 0.861426, test avg acc: 0.787122
Train 10, loss: 1.715419, train acc: 0.849654, train avg acc: 0.762973
Test 10, loss: 1.666270, test acc: 0.847650, test avg acc: 0.770756
Train 11, loss: 1.707354, train acc: 0.850061, train avg acc: 0.763951
Test 11, loss: 1.730674, test acc: 0.817261, test avg acc: 0.721826
Train 12, loss: 1.688896, train acc: 0.857492, train avg acc: 0.775660
Test 12, loss: 1.600212, test acc: 0.881280, test avg acc: 0.825203
Train 13, loss: 1.673240, train acc: 0.866348, train avg acc: 0.791837
Test 13, loss: 1.608664, test acc: 0.878849, test avg acc: 0.824907
Train 14, loss: 1.663895, train acc: 0.866551, train avg acc: 0.790986
Test 14, loss: 1.637103, test acc: 0.850891, test avg acc: 0.795047
Train 15, loss: 1.658236, train acc: 0.872862, train avg acc: 0.800279
Test 15, loss: 1.561433, test acc: 0.889384, test avg acc: 0.832331
Train 16, loss: 1.640044, train acc: 0.878664, train avg acc: 0.809256
Test 16, loss: 1.565600, test acc: 0.888979, test avg acc: 0.840645
Train 17, loss: 1.626391, train acc: 0.884670, train avg acc: 0.821714
Test 17, loss: 1.559727, test acc: 0.892626, test avg acc: 0.821645
Train 18, loss: 1.614783, train acc: 0.886401, train avg acc: 0.827159
Test 18, loss: 1.572279, test acc: 0.884927, test avg acc: 0.814116
Train 19, loss: 1.612938, train acc: 0.887724, train avg acc: 0.825426
Test 19, loss: 1.571702, test acc: 0.891815, test avg acc: 0.853674
Train 20, loss: 1.599054, train acc: 0.891592, train avg acc: 0.830736
Test 20, loss: 1.544706, test acc: 0.890600, test avg acc: 0.837180
Train 21, loss: 1.585135, train acc: 0.900550, train avg acc: 0.842846
Test 21, loss: 1.547560, test acc: 0.889789, test avg acc: 0.841890
Train 22, loss: 1.581905, train acc: 0.899735, train avg acc: 0.842572
Test 22, loss: 1.544232, test acc: 0.891005, test avg acc: 0.841610
Train 23, loss: 1.572533, train acc: 0.906555, train avg acc: 0.855960
Test 23, loss: 1.535132, test acc: 0.899514, test avg acc: 0.859378
Train 24, loss: 1.564794, train acc: 0.906352, train avg acc: 0.849477
Test 24, loss: 1.561710, test acc: 0.886143, test avg acc: 0.846256
Train 25, loss: 1.557242, train acc: 0.912052, train avg acc: 0.863668
Test 25, loss: 1.508300, test acc: 0.911264, test avg acc: 0.861256
Train 26, loss: 1.547473, train acc: 0.913783, train avg acc: 0.865212
Test 26, loss: 1.524088, test acc: 0.911669, test avg acc: 0.864413
Train 27, loss: 1.541861, train acc: 0.918872, train avg acc: 0.873267
Test 27, loss: 1.547010, test acc: 0.894246, test avg acc: 0.850134
Train 28, loss: 1.534586, train acc: 0.919381, train avg acc: 0.875744
Test 28, loss: 1.507643, test acc: 0.904376, test avg acc: 0.864326
Train 29, loss: 1.524809, train acc: 0.923656, train avg acc: 0.882806
Test 29, loss: 1.491256, test acc: 0.909238, test avg acc: 0.863791
Train 30, loss: 1.518051, train acc: 0.925387, train avg acc: 0.882956
Test 30, loss: 1.499157, test acc: 0.905186, test avg acc: 0.867831
Train 31, loss: 1.511735, train acc: 0.930273, train avg acc: 0.890241
Test 31, loss: 1.493668, test acc: 0.912075, test avg acc: 0.872628
Train 32, loss: 1.504011, train acc: 0.930273, train avg acc: 0.891372
Test 32, loss: 1.484270, test acc: 0.910859, test avg acc: 0.867953
Train 33, loss: 1.492729, train acc: 0.939638, train avg acc: 0.906134
Test 33, loss: 1.478935, test acc: 0.910049, test avg acc: 0.878465
Train 34, loss: 1.488044, train acc: 0.938416, train avg acc: 0.905650
Test 34, loss: 1.491505, test acc: 0.903566, test avg acc: 0.876087
Train 35, loss: 1.485980, train acc: 0.939027, train avg acc: 0.904521
Test 35, loss: 1.480329, test acc: 0.916126, test avg acc: 0.881669
Train 36, loss: 1.476145, train acc: 0.940859, train avg acc: 0.907939
Test 36, loss: 1.474472, test acc: 0.917747, test avg acc: 0.877419
Train 37, loss: 1.475911, train acc: 0.944931, train avg acc: 0.914383
Test 37, loss: 1.472670, test acc: 0.915721, test avg acc: 0.882337
Train 38, loss: 1.467982, train acc: 0.946152, train avg acc: 0.916704
Test 38, loss: 1.477042, test acc: 0.907618, test avg acc: 0.879628
Train 39, loss: 1.465198, train acc: 0.946254, train avg acc: 0.914870
Test 39, loss: 1.462709, test acc: 0.918963, test avg acc: 0.884587
Train 40, loss: 1.458303, train acc: 0.949002, train avg acc: 0.919347
Test 40, loss: 1.459606, test acc: 0.914100, test avg acc: 0.878465
Train 41, loss: 1.452738, train acc: 0.951547, train avg acc: 0.924786
Test 41, loss: 1.459825, test acc: 0.923015, test avg acc: 0.886413
Train 42, loss: 1.452877, train acc: 0.952667, train avg acc: 0.924088
Test 42, loss: 1.456874, test acc: 0.924635, test avg acc: 0.889372
Train 43, loss: 1.446170, train acc: 0.955314, train avg acc: 0.928359
Test 43, loss: 1.458877, test acc: 0.920583, test avg acc: 0.884622
Train 44, loss: 1.446545, train acc: 0.954703, train avg acc: 0.928022
Test 44, loss: 1.455599, test acc: 0.921394, test avg acc: 0.886331
Train 45, loss: 1.444605, train acc: 0.957044, train avg acc: 0.933289
Test 45, loss: 1.451841, test acc: 0.921394, test avg acc: 0.885372
Train 46, loss: 1.440780, train acc: 0.957655, train avg acc: 0.933249
