Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1536, epochs=50, eval=False, exp_name='emb_1536', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.838880, train acc: 0.414699, train avg acc: 0.241732
Test 0, loss: 2.196548, test acc: 0.648298, test avg acc: 0.481419
Train 1, loss: 2.219454, train acc: 0.628359, train avg acc: 0.446009
Test 1, loss: 2.024928, test acc: 0.698947, test avg acc: 0.539750
Train 2, loss: 2.057161, train acc: 0.698493, train avg acc: 0.541620
Test 2, loss: 1.972165, test acc: 0.738250, test avg acc: 0.657378
Train 3, loss: 1.950872, train acc: 0.748982, train avg acc: 0.609755
Test 3, loss: 1.842217, test acc: 0.793355, test avg acc: 0.734942
Train 4, loss: 1.884389, train acc: 0.776364, train avg acc: 0.650613
Test 4, loss: 1.816351, test acc: 0.796596, test avg acc: 0.704733
Train 5, loss: 1.854168, train acc: 0.789088, train avg acc: 0.671703
Test 5, loss: 1.748801, test acc: 0.818476, test avg acc: 0.718424
Train 6, loss: 1.817343, train acc: 0.805884, train avg acc: 0.699740
Test 6, loss: 1.681858, test acc: 0.862642, test avg acc: 0.758093
Train 7, loss: 1.787901, train acc: 0.818200, train avg acc: 0.715465
Test 7, loss: 1.709325, test acc: 0.839951, test avg acc: 0.785506
Train 8, loss: 1.760764, train acc: 0.830314, train avg acc: 0.735071
Test 8, loss: 1.621083, test acc: 0.870340, test avg acc: 0.799500
Train 9, loss: 1.734537, train acc: 0.842020, train avg acc: 0.751981
Test 9, loss: 1.622340, test acc: 0.876418, test avg acc: 0.798512
Train 10, loss: 1.717577, train acc: 0.843750, train avg acc: 0.758193
Test 10, loss: 1.613723, test acc: 0.870340, test avg acc: 0.795837
Train 11, loss: 1.702401, train acc: 0.851690, train avg acc: 0.767643
Test 11, loss: 1.614630, test acc: 0.876418, test avg acc: 0.820529
Train 12, loss: 1.682322, train acc: 0.862480, train avg acc: 0.781064
Test 12, loss: 1.620583, test acc: 0.871556, test avg acc: 0.798384
Train 13, loss: 1.672824, train acc: 0.867569, train avg acc: 0.791878
Test 13, loss: 1.603459, test acc: 0.875203, test avg acc: 0.799843
Train 14, loss: 1.660982, train acc: 0.870012, train avg acc: 0.800086
Test 14, loss: 1.577992, test acc: 0.893031, test avg acc: 0.819064
Train 15, loss: 1.648186, train acc: 0.876120, train avg acc: 0.806403
Test 15, loss: 1.586253, test acc: 0.879660, test avg acc: 0.827134
Train 16, loss: 1.635015, train acc: 0.882634, train avg acc: 0.814769
Test 16, loss: 1.588648, test acc: 0.869530, test avg acc: 0.827971
Train 17, loss: 1.623875, train acc: 0.886910, train avg acc: 0.824246
Test 17, loss: 1.561925, test acc: 0.894246, test avg acc: 0.855116
Train 18, loss: 1.613815, train acc: 0.886502, train avg acc: 0.822549
Test 18, loss: 1.544697, test acc: 0.907212, test avg acc: 0.862837
