Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K10_mean', k=10, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.830152, train acc: 0.410525, train avg acc: 0.240758
Test 0, loss: 2.279607, test acc: 0.574554, test avg acc: 0.416494
Train 1, loss: 2.347043, train acc: 0.571152, train avg acc: 0.388557
Test 1, loss: 2.119228, test acc: 0.646272, test avg acc: 0.505238
Train 2, loss: 2.230896, train acc: 0.617773, train avg acc: 0.444196
Test 2, loss: 2.061521, test acc: 0.654376, test avg acc: 0.532087
Train 3, loss: 2.156102, train acc: 0.650550, train avg acc: 0.481812
Test 3, loss: 1.962719, test acc: 0.742707, test avg acc: 0.598023
Train 4, loss: 2.096024, train acc: 0.680171, train avg acc: 0.520818
Test 4, loss: 1.985996, test acc: 0.716370, test avg acc: 0.593203
Train 5, loss: 2.058773, train acc: 0.695847, train avg acc: 0.547498
Test 5, loss: 1.893894, test acc: 0.754862, test avg acc: 0.629773
Train 6, loss: 2.019020, train acc: 0.710403, train avg acc: 0.561555
Test 6, loss: 1.869247, test acc: 0.796191, test avg acc: 0.687169
Train 7, loss: 1.993306, train acc: 0.721091, train avg acc: 0.576736
Test 7, loss: 1.888005, test acc: 0.764182, test avg acc: 0.672017
Train 8, loss: 1.962970, train acc: 0.731881, train avg acc: 0.592500
Test 8, loss: 1.835013, test acc: 0.772285, test avg acc: 0.663064
Train 9, loss: 1.937721, train acc: 0.745419, train avg acc: 0.610687
Test 9, loss: 1.852330, test acc: 0.770259, test avg acc: 0.664488
Train 10, loss: 1.923720, train acc: 0.750102, train avg acc: 0.624096
Test 10, loss: 1.844473, test acc: 0.799028, test avg acc: 0.698326
Train 11, loss: 1.898268, train acc: 0.766694, train avg acc: 0.642380
Test 11, loss: 1.789422, test acc: 0.790113, test avg acc: 0.685285
Train 12, loss: 1.880488, train acc: 0.773107, train avg acc: 0.655983
Test 12, loss: 1.747331, test acc: 0.826985, test avg acc: 0.733628
Train 13, loss: 1.865472, train acc: 0.779418, train avg acc: 0.663006
Test 13, loss: 1.793372, test acc: 0.807131, test avg acc: 0.701081
Train 14, loss: 1.848897, train acc: 0.790106, train avg acc: 0.678420
Test 14, loss: 1.772418, test acc: 0.805511, test avg acc: 0.721901
Train 15, loss: 1.826594, train acc: 0.798656, train avg acc: 0.689771
Test 15, loss: 1.709552, test acc: 0.844408, test avg acc: 0.759930
Train 16, loss: 1.820015, train acc: 0.797435, train avg acc: 0.687379
Test 16, loss: 1.716578, test acc: 0.826580, test avg acc: 0.732442
Train 17, loss: 1.805401, train acc: 0.807614, train avg acc: 0.705100
Test 17, loss: 1.679864, test acc: 0.844814, test avg acc: 0.751163
Train 18, loss: 1.788512, train acc: 0.808123, train avg acc: 0.707322
Test 18, loss: 1.728556, test acc: 0.834684, test avg acc: 0.726587
Train 19, loss: 1.775108, train acc: 0.818709, train avg acc: 0.717746
Test 19, loss: 1.642157, test acc: 0.863857, test avg acc: 0.785076
Train 20, loss: 1.761889, train acc: 0.823392, train avg acc: 0.727050
Test 20, loss: 1.684577, test acc: 0.846029, test avg acc: 0.752593
