Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K10_sum', k=10, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.841121, train acc: 0.406759, train avg acc: 0.237000
Test 0, loss: 2.381954, test acc: 0.524311, test avg acc: 0.399203
Train 1, loss: 2.339618, train acc: 0.574002, train avg acc: 0.388353
Test 1, loss: 2.090467, test acc: 0.691653, test avg acc: 0.535634
Train 2, loss: 2.221143, train acc: 0.623371, train avg acc: 0.449623
Test 2, loss: 2.041008, test acc: 0.667342, test avg acc: 0.551064
Train 3, loss: 2.144094, train acc: 0.657980, train avg acc: 0.494039
Test 3, loss: 1.972817, test acc: 0.735413, test avg acc: 0.613140
Train 4, loss: 2.102560, train acc: 0.670603, train avg acc: 0.511478
Test 4, loss: 2.005681, test acc: 0.686791, test avg acc: 0.587302
Train 5, loss: 2.060269, train acc: 0.692691, train avg acc: 0.542376
Test 5, loss: 1.901305, test acc: 0.745138, test avg acc: 0.625471
Train 6, loss: 2.010595, train acc: 0.714271, train avg acc: 0.565658
Test 6, loss: 1.838567, test acc: 0.782415, test avg acc: 0.662064
Train 7, loss: 1.987748, train acc: 0.730456, train avg acc: 0.590838
Test 7, loss: 1.821941, test acc: 0.784441, test avg acc: 0.684163
Train 8, loss: 1.955715, train acc: 0.740635, train avg acc: 0.607690
Test 8, loss: 1.860245, test acc: 0.766207, test avg acc: 0.660134
Train 9, loss: 1.938438, train acc: 0.748982, train avg acc: 0.622238
Test 9, loss: 1.858402, test acc: 0.772690, test avg acc: 0.648029
Train 10, loss: 1.925448, train acc: 0.754072, train avg acc: 0.627768
Test 10, loss: 1.825565, test acc: 0.808752, test avg acc: 0.706942
Train 11, loss: 1.896696, train acc: 0.768322, train avg acc: 0.650272
Test 11, loss: 1.790676, test acc: 0.791734, test avg acc: 0.700291
Train 12, loss: 1.884265, train acc: 0.771478, train avg acc: 0.650704
Test 12, loss: 1.854584, test acc: 0.783225, test avg acc: 0.688762
Train 13, loss: 1.874277, train acc: 0.768831, train avg acc: 0.646916
Test 13, loss: 1.780145, test acc: 0.799028, test avg acc: 0.687064
Train 14, loss: 1.846162, train acc: 0.790818, train avg acc: 0.681682
Test 14, loss: 1.809037, test acc: 0.805511, test avg acc: 0.700547
Train 15, loss: 1.839022, train acc: 0.792549, train avg acc: 0.680182
Test 15, loss: 1.737122, test acc: 0.837115, test avg acc: 0.739640
Train 16, loss: 1.818607, train acc: 0.802626, train avg acc: 0.694451
Test 16, loss: 1.706058, test acc: 0.841977, test avg acc: 0.757797
Train 17, loss: 1.800511, train acc: 0.810159, train avg acc: 0.708334
Test 17, loss: 1.730684, test acc: 0.814019, test avg acc: 0.731936
Train 18, loss: 1.794431, train acc: 0.811177, train avg acc: 0.711304
Test 18, loss: 1.683389, test acc: 0.846029, test avg acc: 0.735890
Train 19, loss: 1.782312, train acc: 0.814129, train avg acc: 0.712964
Test 19, loss: 1.713185, test acc: 0.831848, test avg acc: 0.754727
Train 20, loss: 1.773258, train acc: 0.813518, train avg acc: 0.712012
Test 20, loss: 1.654908, test acc: 0.861021, test avg acc: 0.771680
Train 21, loss: 1.757812, train acc: 0.826649, train avg acc: 0.736109
Test 21, loss: 1.685180, test acc: 0.837520, test avg acc: 0.758244
Train 22, loss: 1.744611, train acc: 0.827769, train avg acc: 0.733045
Test 22, loss: 1.605301, test acc: 0.884117, test avg acc: 0.822529
Train 23, loss: 1.729713, train acc: 0.838355, train avg acc: 0.745860
Test 23, loss: 1.649810, test acc: 0.854538, test avg acc: 0.802145
Train 24, loss: 1.724037, train acc: 0.840086, train avg acc: 0.753691
Test 24, loss: 1.676103, test acc: 0.843193, test avg acc: 0.775744
Train 25, loss: 1.717435, train acc: 0.842427, train avg acc: 0.756637
Test 25, loss: 1.601405, test acc: 0.880470, test avg acc: 0.815151
Train 26, loss: 1.703806, train acc: 0.850468, train avg acc: 0.770556
Test 26, loss: 1.647564, test acc: 0.862642, test avg acc: 0.789669
Train 27, loss: 1.694653, train acc: 0.852097, train avg acc: 0.770041
Test 27, loss: 1.604283, test acc: 0.876823, test avg acc: 0.798029
Train 28, loss: 1.691409, train acc: 0.852402, train avg acc: 0.772511
Test 28, loss: 1.597224, test acc: 0.872366, test avg acc: 0.796715
Train 29, loss: 1.680849, train acc: 0.858204, train avg acc: 0.779632
Test 29, loss: 1.585132, test acc: 0.886953, test avg acc: 0.826256
Train 30, loss: 1.659738, train acc: 0.870827, train avg acc: 0.799900
Test 30, loss: 1.569553, test acc: 0.891815, test avg acc: 0.837331
Train 31, loss: 1.652194, train acc: 0.869401, train avg acc: 0.799620
Test 31, loss: 1.562581, test acc: 0.890194, test avg acc: 0.829401
Train 32, loss: 1.642348, train acc: 0.875611, train avg acc: 0.805490
Test 32, loss: 1.544325, test acc: 0.891815, test avg acc: 0.830965
Train 33, loss: 1.633787, train acc: 0.878766, train avg acc: 0.808560
Test 33, loss: 1.545556, test acc: 0.897083, test avg acc: 0.839605
Train 34, loss: 1.628182, train acc: 0.881107, train avg acc: 0.815407
Test 34, loss: 1.542283, test acc: 0.891410, test avg acc: 0.831227
Train 35, loss: 1.620361, train acc: 0.882431, train avg acc: 0.817488
Test 35, loss: 1.544285, test acc: 0.899514, test avg acc: 0.850843
Train 36, loss: 1.609357, train acc: 0.888742, train avg acc: 0.825350
Test 36, loss: 1.524366, test acc: 0.911264, test avg acc: 0.856965
Train 37, loss: 1.605085, train acc: 0.893933, train avg acc: 0.832561
Test 37, loss: 1.516251, test acc: 0.908023, test avg acc: 0.851762
Train 38, loss: 1.592896, train acc: 0.893017, train avg acc: 0.832405
Test 38, loss: 1.516289, test acc: 0.903971, test avg acc: 0.852587
Train 39, loss: 1.592844, train acc: 0.898310, train avg acc: 0.839692
Test 39, loss: 1.511590, test acc: 0.904781, test avg acc: 0.854000
Train 40, loss: 1.584017, train acc: 0.898717, train avg acc: 0.842944
Test 40, loss: 1.505293, test acc: 0.910049, test avg acc: 0.852297
Train 41, loss: 1.577268, train acc: 0.902382, train avg acc: 0.848058
Test 41, loss: 1.503094, test acc: 0.913290, test avg acc: 0.861959
Train 42, loss: 1.577827, train acc: 0.901975, train avg acc: 0.846531
Test 42, loss: 1.503101, test acc: 0.919368, test avg acc: 0.875413
Train 43, loss: 1.575932, train acc: 0.900651, train avg acc: 0.844472
Test 43, loss: 1.503520, test acc: 0.911264, test avg acc: 0.860337
Train 44, loss: 1.569619, train acc: 0.905436, train avg acc: 0.851840
Test 44, loss: 1.500165, test acc: 0.913695, test avg acc: 0.864209
Train 45, loss: 1.564804, train acc: 0.911543, train avg acc: 0.858241
Test 45, loss: 1.497229, test acc: 0.908023, test avg acc: 0.854959
Train 46, loss: 1.567115, train acc: 0.904520, train avg acc: 0.851830
Test 46, loss: 1.496106, test acc: 0.914100, test avg acc: 0.859831
Train 47, loss: 1.561344, train acc: 0.912765, train avg acc: 0.861135
Test 47, loss: 1.500583, test acc: 0.912885, test avg acc: 0.861500
Train 48, loss: 1.561030, train acc: 0.909813, train avg acc: 0.858126
Test 48, loss: 1.495746, test acc: 0.911669, test avg acc: 0.854622
Train 49, loss: 1.565051, train acc: 0.906148, train avg acc: 0.851320
Test 49, loss: 1.497808, test acc: 0.911669, test avg acc: 0.863750
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K10_sum', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K10_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.192464, test avg acc: 0.178651
Namespace(aggregation='sum', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K10_sum', grid_samp=False, k=10, lr=0.001, model='dgcnn', model_path='checkpoints/K10_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.919368, test avg acc: 0.875413
