Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='emb_1024', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.822703, train acc: 0.419483, train avg acc: 0.242566
Test 0, loss: 2.236515, test acc: 0.630065, test avg acc: 0.498047
Train 1, loss: 2.198609, train acc: 0.633550, train avg acc: 0.454290
Test 1, loss: 1.933689, test acc: 0.749595, test avg acc: 0.638535
Train 2, loss: 2.034680, train acc: 0.710403, train avg acc: 0.554152
Test 2, loss: 1.871177, test acc: 0.773906, test avg acc: 0.686942
Train 3, loss: 1.946970, train acc: 0.752443, train avg acc: 0.617714
Test 3, loss: 1.780384, test acc: 0.822528, test avg acc: 0.713390
Train 4, loss: 1.886188, train acc: 0.780537, train avg acc: 0.657943
Test 4, loss: 1.740290, test acc: 0.846840, test avg acc: 0.765076
Train 5, loss: 1.846961, train acc: 0.796621, train avg acc: 0.685607
Test 5, loss: 1.734745, test acc: 0.833063, test avg acc: 0.739797
Train 6, loss: 1.814785, train acc: 0.806800, train avg acc: 0.702974
Test 6, loss: 1.698890, test acc: 0.852917, test avg acc: 0.780721
Train 7, loss: 1.784248, train acc: 0.818811, train avg acc: 0.721309
Test 7, loss: 1.698363, test acc: 0.842788, test avg acc: 0.764430
Train 8, loss: 1.756511, train acc: 0.829499, train avg acc: 0.734502
Test 8, loss: 1.669558, test acc: 0.847245, test avg acc: 0.754017
Train 9, loss: 1.739500, train acc: 0.836930, train avg acc: 0.746075
Test 9, loss: 1.659271, test acc: 0.853728, test avg acc: 0.773110
Train 10, loss: 1.721704, train acc: 0.846193, train avg acc: 0.760088
Test 10, loss: 1.638043, test acc: 0.867504, test avg acc: 0.797895
Train 11, loss: 1.702729, train acc: 0.853013, train avg acc: 0.770914
Test 11, loss: 1.632804, test acc: 0.867504, test avg acc: 0.802942
Train 12, loss: 1.693434, train acc: 0.855761, train avg acc: 0.773084
Test 12, loss: 1.606632, test acc: 0.873177, test avg acc: 0.801105
Train 13, loss: 1.678024, train acc: 0.865330, train avg acc: 0.789118
Test 13, loss: 1.613910, test acc: 0.870746, test avg acc: 0.824390
