Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='grid_sub_mean_1024', grid_samp=True, k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.810468, train acc: 0.418770, train avg acc: 0.246659
Test 0, loss: 2.313705, test acc: 0.559157, test avg acc: 0.426936
Train 1, loss: 2.315050, train acc: 0.581840, train avg acc: 0.397064
Test 1, loss: 2.064821, test acc: 0.675446, test avg acc: 0.528576
Train 2, loss: 2.205772, train acc: 0.631922, train avg acc: 0.462262
Test 2, loss: 1.969852, test acc: 0.729741, test avg acc: 0.589814
Train 3, loss: 2.136100, train acc: 0.660729, train avg acc: 0.497047
Test 3, loss: 1.963287, test acc: 0.747569, test avg acc: 0.623314
Train 4, loss: 2.083587, train acc: 0.684548, train avg acc: 0.528158
Test 4, loss: 1.929583, test acc: 0.757293, test avg acc: 0.638942
Train 5, loss: 2.050489, train acc: 0.700122, train avg acc: 0.547895
Test 5, loss: 1.888779, test acc: 0.767828, test avg acc: 0.659831
Train 6, loss: 2.016731, train acc: 0.710505, train avg acc: 0.565051
Test 6, loss: 1.826607, test acc: 0.794976, test avg acc: 0.671337
Train 7, loss: 1.994903, train acc: 0.724247, train avg acc: 0.583746
Test 7, loss: 1.877309, test acc: 0.744327, test avg acc: 0.646424
Train 8, loss: 1.962860, train acc: 0.737276, train avg acc: 0.606450
Test 8, loss: 1.858373, test acc: 0.748784, test avg acc: 0.662390
Train 9, loss: 1.952133, train acc: 0.740941, train avg acc: 0.614216
Test 9, loss: 1.788652, test acc: 0.806321, test avg acc: 0.693267
Train 10, loss: 1.941553, train acc: 0.747455, train avg acc: 0.618411
Test 10, loss: 1.837450, test acc: 0.791734, test avg acc: 0.704366
Train 11, loss: 1.907589, train acc: 0.764353, train avg acc: 0.648825
Test 11, loss: 1.795336, test acc: 0.804295, test avg acc: 0.713448
Train 12, loss: 1.898269, train acc: 0.762724, train avg acc: 0.641521
Test 12, loss: 1.788567, test acc: 0.805105, test avg acc: 0.711610
Train 13, loss: 1.888921, train acc: 0.764760, train avg acc: 0.643259
Test 13, loss: 1.756031, test acc: 0.811183, test avg acc: 0.708384
Train 14, loss: 1.867200, train acc: 0.778502, train avg acc: 0.665911
Test 14, loss: 1.700774, test acc: 0.824149, test avg acc: 0.721186
Train 15, loss: 1.844364, train acc: 0.785729, train avg acc: 0.674039
Test 15, loss: 1.699633, test acc: 0.846029, test avg acc: 0.766529
Train 16, loss: 1.844086, train acc: 0.781963, train avg acc: 0.669391
Test 16, loss: 1.713952, test acc: 0.826175, test avg acc: 0.733826
Train 17, loss: 1.830285, train acc: 0.796519, train avg acc: 0.693259
Test 17, loss: 1.750851, test acc: 0.824149, test avg acc: 0.727070
Train 18, loss: 1.814921, train acc: 0.800183, train avg acc: 0.694540
Test 18, loss: 1.679910, test acc: 0.846840, test avg acc: 0.746494
Train 19, loss: 1.801323, train acc: 0.803542, train avg acc: 0.697049
Test 19, loss: 1.662151, test acc: 0.867099, test avg acc: 0.784151
Train 20, loss: 1.790511, train acc: 0.809446, train avg acc: 0.704784
Test 20, loss: 1.680649, test acc: 0.849271, test avg acc: 0.753459
Train 21, loss: 1.774531, train acc: 0.820236, train avg acc: 0.722340
Test 21, loss: 1.675777, test acc: 0.839951, test avg acc: 0.783657
Train 22, loss: 1.770594, train acc: 0.818099, train avg acc: 0.720971
Test 22, loss: 1.655014, test acc: 0.867504, test avg acc: 0.800262
Train 23, loss: 1.763541, train acc: 0.820440, train avg acc: 0.727653
Test 23, loss: 1.616857, test acc: 0.871556, test avg acc: 0.797727
Train 24, loss: 1.746114, train acc: 0.831637, train avg acc: 0.740797
Test 24, loss: 1.665605, test acc: 0.866288, test avg acc: 0.799767
Train 25, loss: 1.750298, train acc: 0.829397, train avg acc: 0.738909
Test 25, loss: 1.633436, test acc: 0.869530, test avg acc: 0.780203
Train 26, loss: 1.726497, train acc: 0.837235, train avg acc: 0.751502
Test 26, loss: 1.623695, test acc: 0.868720, test avg acc: 0.800465
Train 27, loss: 1.724716, train acc: 0.837541, train avg acc: 0.752296
Test 27, loss: 1.617810, test acc: 0.867099, test avg acc: 0.792855
Train 28, loss: 1.710539, train acc: 0.847109, train avg acc: 0.766701
Test 28, loss: 1.614470, test acc: 0.869125, test avg acc: 0.788174
Train 29, loss: 1.699055, train acc: 0.849043, train avg acc: 0.767540
Test 29, loss: 1.597530, test acc: 0.869125, test avg acc: 0.800779
Train 30, loss: 1.694010, train acc: 0.850977, train avg acc: 0.768025
Test 30, loss: 1.593883, test acc: 0.879254, test avg acc: 0.807628
Train 31, loss: 1.679719, train acc: 0.854845, train avg acc: 0.781788
Test 31, loss: 1.601340, test acc: 0.877229, test avg acc: 0.815453
Train 32, loss: 1.668380, train acc: 0.861971, train avg acc: 0.785909
Test 32, loss: 1.570502, test acc: 0.892220, test avg acc: 0.842465
Train 33, loss: 1.662220, train acc: 0.865941, train avg acc: 0.791621
Test 33, loss: 1.555409, test acc: 0.894652, test avg acc: 0.821453
Train 34, loss: 1.652675, train acc: 0.864821, train avg acc: 0.790426
Test 34, loss: 1.563467, test acc: 0.891815, test avg acc: 0.835145
Train 35, loss: 1.646806, train acc: 0.869198, train avg acc: 0.796245
Test 35, loss: 1.560395, test acc: 0.888574, test avg acc: 0.824471
Train 36, loss: 1.643161, train acc: 0.872048, train avg acc: 0.801958
Test 36, loss: 1.533572, test acc: 0.904376, test avg acc: 0.847785
Train 37, loss: 1.634284, train acc: 0.876323, train avg acc: 0.809871
Test 37, loss: 1.538618, test acc: 0.897083, test avg acc: 0.833337
Train 38, loss: 1.629508, train acc: 0.875000, train avg acc: 0.806582
Test 38, loss: 1.542846, test acc: 0.894652, test avg acc: 0.838471
Train 39, loss: 1.621848, train acc: 0.884670, train avg acc: 0.820863
Test 39, loss: 1.537902, test acc: 0.897488, test avg acc: 0.845250
Train 40, loss: 1.619919, train acc: 0.883347, train avg acc: 0.819170
Test 40, loss: 1.521570, test acc: 0.907212, test avg acc: 0.851959
Train 41, loss: 1.615885, train acc: 0.884772, train avg acc: 0.818474
Test 41, loss: 1.527048, test acc: 0.901135, test avg acc: 0.849174
Train 42, loss: 1.610293, train acc: 0.885485, train avg acc: 0.820546
Test 42, loss: 1.523842, test acc: 0.905186, test avg acc: 0.851250
Train 43, loss: 1.603280, train acc: 0.886910, train avg acc: 0.825653
Test 43, loss: 1.526381, test acc: 0.904781, test avg acc: 0.851628
Train 44, loss: 1.599998, train acc: 0.891694, train avg acc: 0.833093
Test 44, loss: 1.515807, test acc: 0.912480, test avg acc: 0.862076
Train 45, loss: 1.594672, train acc: 0.892915, train avg acc: 0.836155
Test 45, loss: 1.518461, test acc: 0.904376, test avg acc: 0.845163
Train 46, loss: 1.593062, train acc: 0.895155, train avg acc: 0.838180
Test 46, loss: 1.520272, test acc: 0.903566, test avg acc: 0.843709
Train 47, loss: 1.596306, train acc: 0.892712, train avg acc: 0.832167
Test 47, loss: 1.520097, test acc: 0.905186, test avg acc: 0.852709
Train 48, loss: 1.589844, train acc: 0.892610, train avg acc: 0.835092
Test 48, loss: 1.517536, test acc: 0.908428, test avg acc: 0.858866
Train 49, loss: 1.597732, train acc: 0.892814, train avg acc: 0.834883
Test 49, loss: 1.517591, test acc: 0.904376, test avg acc: 0.844872
Namespace(aggregation='max', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='grid_sub_mean_1024', grid_samp=False, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/grid_sub_mean_1024/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.049028, test avg acc: 0.065250
Namespace(aggregation='mean', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='grid_sub_mean_1024', grid_samp=True, k=20, lr=0.001, model='dgcnn', model_path='checkpoints/grid_sub_mean_1024/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.906807, test avg acc: 0.854913
