Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_1536', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1536, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.771038, train acc: 0.435057, train avg acc: 0.258349
Test 0, loss: 2.274545, test acc: 0.591572, test avg acc: 0.473401
Train 1, loss: 2.208126, train acc: 0.632838, train avg acc: 0.455267
Test 1, loss: 2.069306, test acc: 0.653160, test avg acc: 0.507331
Train 2, loss: 2.054638, train acc: 0.701649, train avg acc: 0.543168
Test 2, loss: 1.867536, test acc: 0.773096, test avg acc: 0.660203
Train 3, loss: 1.965099, train acc: 0.742162, train avg acc: 0.598454
Test 3, loss: 1.888465, test acc: 0.775932, test avg acc: 0.661942
Train 4, loss: 1.911622, train acc: 0.768628, train avg acc: 0.647069
Test 4, loss: 1.760039, test acc: 0.808752, test avg acc: 0.705157
Train 5, loss: 1.867114, train acc: 0.785016, train avg acc: 0.666771
Test 5, loss: 1.739748, test acc: 0.822123, test avg acc: 0.713686
Train 6, loss: 1.828422, train acc: 0.802626, train avg acc: 0.691861
Test 6, loss: 1.684150, test acc: 0.853323, test avg acc: 0.777919
Train 7, loss: 1.804055, train acc: 0.809141, train avg acc: 0.704869
Test 7, loss: 1.667140, test acc: 0.861021, test avg acc: 0.783686
Train 8, loss: 1.774246, train acc: 0.821458, train avg acc: 0.723090
Test 8, loss: 1.722777, test acc: 0.826985, test avg acc: 0.726506
Train 9, loss: 1.754683, train acc: 0.829703, train avg acc: 0.737470
Test 9, loss: 1.648907, test acc: 0.865073, test avg acc: 0.796698
Train 10, loss: 1.735940, train acc: 0.838559, train avg acc: 0.752880
Test 10, loss: 1.638030, test acc: 0.874797, test avg acc: 0.792267
Train 11, loss: 1.713300, train acc: 0.849552, train avg acc: 0.769361
Test 11, loss: 1.626982, test acc: 0.867909, test avg acc: 0.804471
Train 12, loss: 1.704910, train acc: 0.849349, train avg acc: 0.764504
Test 12, loss: 1.596922, test acc: 0.880470, test avg acc: 0.808360
Train 13, loss: 1.687408, train acc: 0.859222, train avg acc: 0.777747
Test 13, loss: 1.685586, test acc: 0.840357, test avg acc: 0.788233
Train 14, loss: 1.669822, train acc: 0.868791, train avg acc: 0.794934
Test 14, loss: 1.609465, test acc: 0.877634, test avg acc: 0.802913
Train 15, loss: 1.662904, train acc: 0.872252, train avg acc: 0.800600
Test 15, loss: 1.571677, test acc: 0.898703, test avg acc: 0.836360
Train 16, loss: 1.647088, train acc: 0.874084, train avg acc: 0.801285
Test 16, loss: 1.556990, test acc: 0.897893, test avg acc: 0.844221
Train 17, loss: 1.638270, train acc: 0.878257, train avg acc: 0.814304
Test 17, loss: 1.621475, test acc: 0.881686, test avg acc: 0.809116
Train 18, loss: 1.625697, train acc: 0.881922, train avg acc: 0.816949
Test 18, loss: 1.550298, test acc: 0.897893, test avg acc: 0.827436
Train 19, loss: 1.611374, train acc: 0.887113, train avg acc: 0.821935
Test 19, loss: 1.549236, test acc: 0.904781, test avg acc: 0.855930
Train 20, loss: 1.607885, train acc: 0.892406, train avg acc: 0.832634
Test 20, loss: 1.555952, test acc: 0.894246, test avg acc: 0.838430
Train 21, loss: 1.588906, train acc: 0.899634, train avg acc: 0.841954
Test 21, loss: 1.539833, test acc: 0.893436, test avg acc: 0.840349
Train 22, loss: 1.590703, train acc: 0.899430, train avg acc: 0.843811
Test 22, loss: 1.535713, test acc: 0.901540, test avg acc: 0.858924
Train 23, loss: 1.577785, train acc: 0.903603, train avg acc: 0.852750
Test 23, loss: 1.526652, test acc: 0.903160, test avg acc: 0.865494
Train 24, loss: 1.564915, train acc: 0.909100, train avg acc: 0.857071
Test 24, loss: 1.532442, test acc: 0.904781, test avg acc: 0.863773
Train 25, loss: 1.560558, train acc: 0.910016, train avg acc: 0.860548
Test 25, loss: 1.501735, test acc: 0.914506, test avg acc: 0.864297
Train 26, loss: 1.553363, train acc: 0.913070, train avg acc: 0.868582
Test 26, loss: 1.496699, test acc: 0.918963, test avg acc: 0.878459
Train 27, loss: 1.544048, train acc: 0.916327, train avg acc: 0.871684
Test 27, loss: 1.503158, test acc: 0.909238, test avg acc: 0.865006
Train 28, loss: 1.535799, train acc: 0.918669, train avg acc: 0.877434
Test 28, loss: 1.490528, test acc: 0.913695, test avg acc: 0.861535
Train 29, loss: 1.528657, train acc: 0.927321, train avg acc: 0.886501
Test 29, loss: 1.502873, test acc: 0.912885, test avg acc: 0.878744
Train 30, loss: 1.523645, train acc: 0.924471, train avg acc: 0.883925
Test 30, loss: 1.483898, test acc: 0.917747, test avg acc: 0.872198
Train 31, loss: 1.515203, train acc: 0.927524, train avg acc: 0.889235
Test 31, loss: 1.488149, test acc: 0.908428, test avg acc: 0.871087
Train 32, loss: 1.499159, train acc: 0.934650, train avg acc: 0.898174
Test 32, loss: 1.483177, test acc: 0.913695, test avg acc: 0.870669
Train 33, loss: 1.498936, train acc: 0.934243, train avg acc: 0.896369
Test 33, loss: 1.470194, test acc: 0.920583, test avg acc: 0.883750
Train 34, loss: 1.490097, train acc: 0.938823, train avg acc: 0.903434
Test 34, loss: 1.477937, test acc: 0.913695, test avg acc: 0.884215
Train 35, loss: 1.482176, train acc: 0.940757, train avg acc: 0.910238
Test 35, loss: 1.481368, test acc: 0.915316, test avg acc: 0.887012
Train 36, loss: 1.482632, train acc: 0.939434, train avg acc: 0.907071
Test 36, loss: 1.461740, test acc: 0.926661, test avg acc: 0.892541
Train 37, loss: 1.473353, train acc: 0.946559, train avg acc: 0.916826
Test 37, loss: 1.476298, test acc: 0.916532, test avg acc: 0.891169
Train 38, loss: 1.464373, train acc: 0.947272, train avg acc: 0.918351
Test 38, loss: 1.469243, test acc: 0.918152, test avg acc: 0.887419
Train 39, loss: 1.463818, train acc: 0.950020, train avg acc: 0.921454
Test 39, loss: 1.459996, test acc: 0.920583, test avg acc: 0.884715
Train 40, loss: 1.462041, train acc: 0.950936, train avg acc: 0.922776
Test 40, loss: 1.458848, test acc: 0.924230, test avg acc: 0.894035
Train 41, loss: 1.456265, train acc: 0.951649, train avg acc: 0.924454
Test 41, loss: 1.458123, test acc: 0.920583, test avg acc: 0.888634
Train 42, loss: 1.454692, train acc: 0.954805, train avg acc: 0.928818
Test 42, loss: 1.454660, test acc: 0.926661, test avg acc: 0.892994
Train 43, loss: 1.451800, train acc: 0.953481, train avg acc: 0.927356
Test 43, loss: 1.464681, test acc: 0.923420, test avg acc: 0.888366
Train 44, loss: 1.446177, train acc: 0.954092, train avg acc: 0.928248
Test 44, loss: 1.454157, test acc: 0.923015, test avg acc: 0.888203
Train 45, loss: 1.444501, train acc: 0.954499, train avg acc: 0.929277
Test 45, loss: 1.455600, test acc: 0.921394, test avg acc: 0.889000
Train 46, loss: 1.440961, train acc: 0.957349, train avg acc: 0.932051
Test 46, loss: 1.453669, test acc: 0.926661, test avg acc: 0.898453
Train 47, loss: 1.442664, train acc: 0.958164, train avg acc: 0.935112
Test 47, loss: 1.459915, test acc: 0.920989, test avg acc: 0.890628
Train 48, loss: 1.441593, train acc: 0.958673, train avg acc: 0.935667
Test 48, loss: 1.453228, test acc: 0.921799, test avg acc: 0.891041
Train 49, loss: 1.443424, train acc: 0.959792, train avg acc: 0.934654
Test 49, loss: 1.457007, test acc: 0.922204, test avg acc: 0.892622
