Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K15_sum', k=15, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.859621, train acc: 0.403909, train avg acc: 0.236316
Test 0, loss: 2.354629, test acc: 0.531199, test avg acc: 0.411238
Train 1, loss: 2.317663, train acc: 0.581026, train avg acc: 0.397181
Test 1, loss: 2.034238, test acc: 0.689222, test avg acc: 0.521843
Train 2, loss: 2.187856, train acc: 0.635586, train avg acc: 0.462429
Test 2, loss: 2.039750, test acc: 0.683144, test avg acc: 0.562395
Train 3, loss: 2.102526, train acc: 0.673249, train avg acc: 0.514190
Test 3, loss: 1.901767, test acc: 0.753647, test avg acc: 0.609105
Train 4, loss: 2.054575, train acc: 0.696763, train avg acc: 0.548121
Test 4, loss: 1.895932, test acc: 0.757699, test avg acc: 0.646331
Train 5, loss: 2.009187, train acc: 0.718546, train avg acc: 0.575764
Test 5, loss: 1.904467, test acc: 0.764182, test avg acc: 0.659895
Train 6, loss: 1.968309, train acc: 0.732085, train avg acc: 0.593660
Test 6, loss: 1.893902, test acc: 0.762561, test avg acc: 0.664279
Train 7, loss: 1.944347, train acc: 0.744809, train avg acc: 0.616011
Test 7, loss: 1.809890, test acc: 0.787682, test avg acc: 0.697977
Train 8, loss: 1.923014, train acc: 0.753664, train avg acc: 0.629711
Test 8, loss: 1.805250, test acc: 0.789708, test avg acc: 0.694692
Train 9, loss: 1.892623, train acc: 0.763742, train avg acc: 0.639118
Test 9, loss: 1.747324, test acc: 0.829822, test avg acc: 0.727424
Train 10, loss: 1.880327, train acc: 0.772191, train avg acc: 0.652350
Test 10, loss: 1.935612, test acc: 0.737439, test avg acc: 0.693413
Train 11, loss: 1.855937, train acc: 0.786238, train avg acc: 0.673936
Test 11, loss: 1.732619, test acc: 0.825770, test avg acc: 0.711866
Train 12, loss: 1.842817, train acc: 0.790920, train avg acc: 0.685315
Test 12, loss: 1.761009, test acc: 0.814830, test avg acc: 0.730378
Train 13, loss: 1.835204, train acc: 0.790513, train avg acc: 0.683291
Test 13, loss: 1.932303, test acc: 0.741896, test avg acc: 0.635843
Train 14, loss: 1.810956, train acc: 0.800998, train avg acc: 0.691794
Test 14, loss: 1.721246, test acc: 0.837925, test avg acc: 0.754145
Train 15, loss: 1.809792, train acc: 0.801914, train avg acc: 0.697049
Test 15, loss: 1.678757, test acc: 0.850891, test avg acc: 0.757047
Train 16, loss: 1.787467, train acc: 0.815147, train avg acc: 0.714323
Test 16, loss: 1.669599, test acc: 0.856159, test avg acc: 0.775570
Train 17, loss: 1.770795, train acc: 0.823799, train avg acc: 0.732263
Test 17, loss: 1.687638, test acc: 0.853728, test avg acc: 0.785198
Train 18, loss: 1.763219, train acc: 0.822476, train avg acc: 0.729971
Test 18, loss: 1.686270, test acc: 0.846029, test avg acc: 0.753459
Train 19, loss: 1.748150, train acc: 0.830110, train avg acc: 0.736340
Test 19, loss: 1.652747, test acc: 0.864263, test avg acc: 0.796948
Train 20, loss: 1.741525, train acc: 0.829601, train avg acc: 0.740419
Test 20, loss: 1.658095, test acc: 0.859400, test avg acc: 0.784081
Train 21, loss: 1.721058, train acc: 0.846600, train avg acc: 0.763900
Test 21, loss: 1.622558, test acc: 0.864263, test avg acc: 0.787610
Train 22, loss: 1.712392, train acc: 0.846702, train avg acc: 0.761471
Test 22, loss: 1.582941, test acc: 0.888169, test avg acc: 0.818628
Train 23, loss: 1.702095, train acc: 0.852708, train avg acc: 0.773590
Test 23, loss: 1.611792, test acc: 0.868314, test avg acc: 0.816535
Train 24, loss: 1.689810, train acc: 0.854947, train avg acc: 0.776985
Test 24, loss: 1.622731, test acc: 0.870340, test avg acc: 0.817477
Train 25, loss: 1.692576, train acc: 0.855049, train avg acc: 0.778982
Test 25, loss: 1.589069, test acc: 0.888979, test avg acc: 0.829262
Train 26, loss: 1.671230, train acc: 0.859426, train avg acc: 0.782722
Test 26, loss: 1.584636, test acc: 0.884117, test avg acc: 0.836122
Train 27, loss: 1.667316, train acc: 0.865126, train avg acc: 0.793960
Test 27, loss: 1.589196, test acc: 0.886143, test avg acc: 0.838221
Train 28, loss: 1.654051, train acc: 0.872150, train avg acc: 0.802647
Test 28, loss: 1.566858, test acc: 0.882496, test avg acc: 0.817762
Train 29, loss: 1.643101, train acc: 0.878156, train avg acc: 0.810845
Test 29, loss: 1.579026, test acc: 0.888574, test avg acc: 0.838459
Train 30, loss: 1.635625, train acc: 0.880191, train avg acc: 0.814693
Test 30, loss: 1.563475, test acc: 0.892220, test avg acc: 0.841291
Train 31, loss: 1.626974, train acc: 0.883652, train avg acc: 0.819687
Test 31, loss: 1.558558, test acc: 0.894652, test avg acc: 0.841680
Train 32, loss: 1.618889, train acc: 0.887011, train avg acc: 0.826220
Test 32, loss: 1.540542, test acc: 0.900729, test avg acc: 0.853797
Train 33, loss: 1.614049, train acc: 0.886910, train avg acc: 0.823636
Test 33, loss: 1.533870, test acc: 0.903971, test avg acc: 0.847744
Train 34, loss: 1.606693, train acc: 0.890472, train avg acc: 0.830314
Test 34, loss: 1.529468, test acc: 0.906807, test avg acc: 0.861291
Train 35, loss: 1.592722, train acc: 0.898005, train avg acc: 0.841767
Test 35, loss: 1.518647, test acc: 0.904376, test avg acc: 0.858337
Train 36, loss: 1.588581, train acc: 0.900244, train avg acc: 0.848636
Test 36, loss: 1.515903, test acc: 0.907618, test avg acc: 0.867634
Train 37, loss: 1.584596, train acc: 0.903909, train avg acc: 0.852320
Test 37, loss: 1.506969, test acc: 0.906402, test avg acc: 0.859262
Train 38, loss: 1.579666, train acc: 0.901975, train avg acc: 0.844556
Test 38, loss: 1.503005, test acc: 0.907212, test avg acc: 0.863506
Train 39, loss: 1.568358, train acc: 0.907777, train avg acc: 0.854605
Test 39, loss: 1.507804, test acc: 0.905186, test avg acc: 0.863337
Train 40, loss: 1.558622, train acc: 0.912052, train avg acc: 0.862930
Test 40, loss: 1.492813, test acc: 0.915316, test avg acc: 0.872959
Train 41, loss: 1.557842, train acc: 0.911034, train avg acc: 0.860208
Test 41, loss: 1.495921, test acc: 0.912075, test avg acc: 0.867878
Train 42, loss: 1.555795, train acc: 0.915717, train avg acc: 0.868531
Test 42, loss: 1.491207, test acc: 0.916126, test avg acc: 0.870866
Train 43, loss: 1.549466, train acc: 0.913884, train avg acc: 0.864065
Test 43, loss: 1.495313, test acc: 0.915316, test avg acc: 0.869744
Train 44, loss: 1.547656, train acc: 0.915717, train avg acc: 0.869941
Test 44, loss: 1.491438, test acc: 0.914911, test avg acc: 0.873157
Train 45, loss: 1.542379, train acc: 0.915309, train avg acc: 0.871937
Test 45, loss: 1.487660, test acc: 0.913290, test avg acc: 0.869953
Train 46, loss: 1.544492, train acc: 0.916327, train avg acc: 0.867811
Test 46, loss: 1.486925, test acc: 0.914911, test avg acc: 0.872744
Train 47, loss: 1.539529, train acc: 0.921722, train avg acc: 0.874916
Test 47, loss: 1.491735, test acc: 0.914100, test avg acc: 0.871663
Train 48, loss: 1.539137, train acc: 0.921213, train avg acc: 0.875309
Test 48, loss: 1.484259, test acc: 0.916532, test avg acc: 0.871244
Train 49, loss: 1.542759, train acc: 0.921010, train avg acc: 0.875034
Test 49, loss: 1.489224, test acc: 0.915316, test avg acc: 0.873116
Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K15_sum', k=20, lr=0.001, model='dgcnn', model_path='checkpoints/K15_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.767018, test avg acc: 0.639047
Namespace(aggregation='sum', angle=0, batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=250, eval=True, exp_name='K15_sum', grid_samp=False, k=15, lr=0.001, model='dgcnn', model_path='checkpoints/K15_sum/models/model.t7', momentum=0.9, no_cuda=False, num_points=1024, seed=1, sigma=0, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Test :: test acc: 0.916532, test avg acc: 0.871244
