Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='num_2048', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=2048, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.815952, train acc: 0.422842, train avg acc: 0.247617
Test 0, loss: 2.244937, test acc: 0.559968, test avg acc: 0.426395
Train 1, loss: 2.232817, train acc: 0.621336, train avg acc: 0.437341
Test 1, loss: 1.937216, test acc: 0.755267, test avg acc: 0.577628
Train 2, loss: 2.103800, train acc: 0.672333, train avg acc: 0.504125
Test 2, loss: 1.908879, test acc: 0.751621, test avg acc: 0.646442
Train 3, loss: 2.003066, train acc: 0.724857, train avg acc: 0.573857
Test 3, loss: 1.850805, test acc: 0.776337, test avg acc: 0.646913
Train 4, loss: 1.931361, train acc: 0.753766, train avg acc: 0.620295
Test 4, loss: 1.802204, test acc: 0.792545, test avg acc: 0.671733
Train 5, loss: 1.881494, train acc: 0.777586, train avg acc: 0.653886
Test 5, loss: 1.790333, test acc: 0.807536, test avg acc: 0.709756
Train 6, loss: 1.849142, train acc: 0.791429, train avg acc: 0.675387
Test 6, loss: 1.704298, test acc: 0.847650, test avg acc: 0.764407
Train 7, loss: 1.816179, train acc: 0.804458, train avg acc: 0.695585
Test 7, loss: 1.711587, test acc: 0.825365, test avg acc: 0.748913
Train 8, loss: 1.779965, train acc: 0.819116, train avg acc: 0.717605
Test 8, loss: 1.668378, test acc: 0.859400, test avg acc: 0.773221
Train 9, loss: 1.769251, train acc: 0.824308, train avg acc: 0.725962
Test 9, loss: 1.675359, test acc: 0.856564, test avg acc: 0.776314
Train 10, loss: 1.751059, train acc: 0.830924, train avg acc: 0.736575
Test 10, loss: 1.597965, test acc: 0.891005, test avg acc: 0.819134
Train 11, loss: 1.724583, train acc: 0.843343, train avg acc: 0.755885
Test 11, loss: 1.672053, test acc: 0.846840, test avg acc: 0.796988
Train 12, loss: 1.717602, train acc: 0.844259, train avg acc: 0.755014
Test 12, loss: 1.667569, test acc: 0.846434, test avg acc: 0.774262
Train 13, loss: 1.705472, train acc: 0.852504, train avg acc: 0.768602
Test 13, loss: 1.603763, test acc: 0.878039, test avg acc: 0.810163
Train 14, loss: 1.691348, train acc: 0.855863, train avg acc: 0.776363
Test 14, loss: 1.627173, test acc: 0.873987, test avg acc: 0.819936
Train 15, loss: 1.671521, train acc: 0.864719, train avg acc: 0.789966
Test 15, loss: 1.592937, test acc: 0.882496, test avg acc: 0.825110
Train 16, loss: 1.657012, train acc: 0.871132, train avg acc: 0.798726
Test 16, loss: 1.573176, test acc: 0.897083, test avg acc: 0.842355
Train 17, loss: 1.654244, train acc: 0.872862, train avg acc: 0.802359
Test 17, loss: 1.578081, test acc: 0.878849, test avg acc: 0.805285
Train 18, loss: 1.637600, train acc: 0.882329, train avg acc: 0.814369
Test 18, loss: 1.546289, test acc: 0.907212, test avg acc: 0.851384
Train 19, loss: 1.627021, train acc: 0.885077, train avg acc: 0.818200
Test 19, loss: 1.565080, test acc: 0.899514, test avg acc: 0.848180
Train 20, loss: 1.616901, train acc: 0.885790, train avg acc: 0.822904
Test 20, loss: 1.550083, test acc: 0.895867, test avg acc: 0.830581
Train 21, loss: 1.607490, train acc: 0.889862, train avg acc: 0.832745
Test 21, loss: 1.574835, test acc: 0.884522, test avg acc: 0.837936
Train 22, loss: 1.600837, train acc: 0.891592, train avg acc: 0.832753
Test 22, loss: 1.519299, test acc: 0.906807, test avg acc: 0.854465
Train 23, loss: 1.587913, train acc: 0.897292, train avg acc: 0.840040
Test 23, loss: 1.516940, test acc: 0.911669, test avg acc: 0.867581
Train 24, loss: 1.580945, train acc: 0.902789, train avg acc: 0.849472
Test 24, loss: 1.514814, test acc: 0.909643, test avg acc: 0.865390
Train 25, loss: 1.574319, train acc: 0.905945, train avg acc: 0.853106
Test 25, loss: 1.503503, test acc: 0.916126, test avg acc: 0.873047
Train 26, loss: 1.564828, train acc: 0.911340, train avg acc: 0.862367
Test 26, loss: 1.512842, test acc: 0.918152, test avg acc: 0.885744
Train 27, loss: 1.558197, train acc: 0.909711, train avg acc: 0.859648
