Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K5_sum', k=5, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.871075, train acc: 0.399226, train avg acc: 0.226284
Test 0, loss: 2.358777, test acc: 0.534441, test avg acc: 0.395843
Train 1, loss: 2.373702, train acc: 0.559548, train avg acc: 0.374076
Test 1, loss: 2.220311, test acc: 0.613857, test avg acc: 0.472041
Train 2, loss: 2.283245, train acc: 0.592834, train avg acc: 0.413350
Test 2, loss: 2.049505, test acc: 0.684360, test avg acc: 0.533709
Train 3, loss: 2.203422, train acc: 0.632940, train avg acc: 0.462351
Test 3, loss: 2.095339, test acc: 0.681118, test avg acc: 0.546285
Train 4, loss: 2.166913, train acc: 0.640981, train avg acc: 0.468218
Test 4, loss: 2.042700, test acc: 0.693679, test avg acc: 0.552541
Train 5, loss: 2.123825, train acc: 0.664597, train avg acc: 0.507806
Test 5, loss: 1.920410, test acc: 0.771880, test avg acc: 0.634610
Train 6, loss: 2.095126, train acc: 0.679051, train avg acc: 0.520869
Test 6, loss: 1.900222, test acc: 0.736629, test avg acc: 0.594163
Train 7, loss: 2.074165, train acc: 0.686177, train avg acc: 0.528501
Test 7, loss: 1.917029, test acc: 0.739060, test avg acc: 0.609128
Train 8, loss: 2.054712, train acc: 0.692793, train avg acc: 0.540959
Test 8, loss: 1.875881, test acc: 0.737439, test avg acc: 0.608860
Train 9, loss: 2.032711, train acc: 0.701140, train avg acc: 0.550177
Test 9, loss: 1.902217, test acc: 0.761750, test avg acc: 0.639686
Train 10, loss: 2.020751, train acc: 0.710301, train avg acc: 0.566786
Test 10, loss: 1.902764, test acc: 0.739060, test avg acc: 0.624110
Train 11, loss: 2.001134, train acc: 0.721804, train avg acc: 0.583839
Test 11, loss: 1.810808, test acc: 0.787682, test avg acc: 0.666424
Train 12, loss: 1.981157, train acc: 0.726079, train avg acc: 0.584784
Test 12, loss: 1.799112, test acc: 0.799028, test avg acc: 0.692936
Train 13, loss: 1.970828, train acc: 0.728013, train avg acc: 0.587174
Test 13, loss: 1.841012, test acc: 0.757699, test avg acc: 0.628465
