Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=256, epochs=50, eval=False, exp_name='emb_256', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.746703, train acc: 0.446763, train avg acc: 0.273603
Test 0, loss: 2.226070, test acc: 0.601702, test avg acc: 0.458169
Train 1, loss: 2.220640, train acc: 0.631311, train avg acc: 0.456285
Test 1, loss: 2.049143, test acc: 0.681524, test avg acc: 0.543709
Train 2, loss: 2.069212, train acc: 0.694320, train avg acc: 0.536429
Test 2, loss: 1.885512, test acc: 0.775527, test avg acc: 0.657262
Train 3, loss: 1.971610, train acc: 0.737785, train avg acc: 0.595291
Test 3, loss: 1.863118, test acc: 0.779173, test avg acc: 0.689267
Train 4, loss: 1.923891, train acc: 0.759161, train avg acc: 0.624577
Test 4, loss: 1.800171, test acc: 0.804700, test avg acc: 0.718564
Train 5, loss: 1.890831, train acc: 0.772394, train avg acc: 0.652695
Test 5, loss: 1.825728, test acc: 0.805511, test avg acc: 0.701983
Train 6, loss: 1.852293, train acc: 0.788477, train avg acc: 0.671711
Test 6, loss: 1.737783, test acc: 0.828606, test avg acc: 0.748163
Train 7, loss: 1.824626, train acc: 0.798046, train avg acc: 0.685216
Test 7, loss: 1.668627, test acc: 0.851702, test avg acc: 0.754843
Train 8, loss: 1.805713, train acc: 0.809446, train avg acc: 0.705296
Test 8, loss: 1.691341, test acc: 0.858995, test avg acc: 0.792640
Train 9, loss: 1.786175, train acc: 0.815554, train avg acc: 0.715077
Test 9, loss: 1.670169, test acc: 0.852512, test avg acc: 0.774145
Train 10, loss: 1.769330, train acc: 0.821967, train avg acc: 0.722792
Test 10, loss: 1.642358, test acc: 0.866694, test avg acc: 0.787767
Train 11, loss: 1.746087, train acc: 0.832146, train avg acc: 0.744032
Test 11, loss: 1.622859, test acc: 0.875608, test avg acc: 0.792355
Train 12, loss: 1.736009, train acc: 0.836217, train avg acc: 0.747051
Test 12, loss: 1.610919, test acc: 0.863857, test avg acc: 0.808564
Train 13, loss: 1.720189, train acc: 0.841002, train avg acc: 0.753400
Test 13, loss: 1.619834, test acc: 0.872366, test avg acc: 0.824180
Train 14, loss: 1.707425, train acc: 0.851486, train avg acc: 0.769977
