Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K30', k=30, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.764894, train acc: 0.442488, train avg acc: 0.262249
Test 0, loss: 2.254980, test acc: 0.581442, test avg acc: 0.462552
Train 1, loss: 2.163343, train acc: 0.647598, train avg acc: 0.467480
Test 1, loss: 1.959880, test acc: 0.745948, test avg acc: 0.616035
Train 2, loss: 2.007001, train acc: 0.715900, train avg acc: 0.562504
Test 2, loss: 1.800426, test acc: 0.814830, test avg acc: 0.711337
Train 3, loss: 1.911187, train acc: 0.769544, train avg acc: 0.639119
Test 3, loss: 1.747159, test acc: 0.825365, test avg acc: 0.713157
Train 4, loss: 1.856824, train acc: 0.788477, train avg acc: 0.669823
Test 4, loss: 1.711222, test acc: 0.845624, test avg acc: 0.743645
Train 5, loss: 1.815782, train acc: 0.807410, train avg acc: 0.699446
Test 5, loss: 1.734855, test acc: 0.826175, test avg acc: 0.739547
Train 6, loss: 1.773147, train acc: 0.825529, train avg acc: 0.725997
Test 6, loss: 1.693325, test acc: 0.850081, test avg acc: 0.780634
Train 7, loss: 1.750265, train acc: 0.831739, train avg acc: 0.736864
Test 7, loss: 1.682735, test acc: 0.848865, test avg acc: 0.778052
Train 8, loss: 1.721781, train acc: 0.843852, train avg acc: 0.757426
Test 8, loss: 1.682420, test acc: 0.844814, test avg acc: 0.778122
Train 9, loss: 1.712427, train acc: 0.852199, train avg acc: 0.765965
Test 9, loss: 1.630441, test acc: 0.866694, test avg acc: 0.795564
Train 10, loss: 1.694142, train acc: 0.857695, train avg acc: 0.778129
Test 10, loss: 1.601322, test acc: 0.878849, test avg acc: 0.818843
Train 11, loss: 1.674060, train acc: 0.866042, train avg acc: 0.790210
Test 11, loss: 1.634212, test acc: 0.869935, test avg acc: 0.800686
Train 12, loss: 1.660766, train acc: 0.870623, train avg acc: 0.800863
Test 12, loss: 1.589078, test acc: 0.877634, test avg acc: 0.809558
Train 13, loss: 1.650850, train acc: 0.873575, train avg acc: 0.804372
Test 13, loss: 1.592270, test acc: 0.875608, test avg acc: 0.816000
Train 14, loss: 1.630874, train acc: 0.881209, train avg acc: 0.815943
Test 14, loss: 1.571033, test acc: 0.895057, test avg acc: 0.842622
Train 15, loss: 1.626236, train acc: 0.889047, train avg acc: 0.825039
Test 15, loss: 1.547001, test acc: 0.908023, test avg acc: 0.852093
Train 16, loss: 1.610294, train acc: 0.893119, train avg acc: 0.832043
Test 16, loss: 1.586676, test acc: 0.888574, test avg acc: 0.850238
Train 17, loss: 1.604561, train acc: 0.894442, train avg acc: 0.834988
Test 17, loss: 1.581089, test acc: 0.883306, test avg acc: 0.824326
Train 18, loss: 1.591373, train acc: 0.899735, train avg acc: 0.844283
Test 18, loss: 1.558670, test acc: 0.892626, test avg acc: 0.829651
Train 19, loss: 1.591834, train acc: 0.895155, train avg acc: 0.836869
Test 19, loss: 1.581864, test acc: 0.889384, test avg acc: 0.834773
Train 20, loss: 1.575204, train acc: 0.906963, train avg acc: 0.854858
Test 20, loss: 1.522006, test acc: 0.904376, test avg acc: 0.858221
Train 21, loss: 1.563840, train acc: 0.908591, train avg acc: 0.857944
Test 21, loss: 1.548792, test acc: 0.883306, test avg acc: 0.842767
Train 22, loss: 1.563997, train acc: 0.903909, train avg acc: 0.850998
Test 22, loss: 1.517559, test acc: 0.903566, test avg acc: 0.842424
Train 23, loss: 1.555013, train acc: 0.907573, train avg acc: 0.857019
Test 23, loss: 1.505056, test acc: 0.908833, test avg acc: 0.871331
Train 24, loss: 1.535714, train acc: 0.920399, train avg acc: 0.874846
