Namespace(batch_size=32, dataset='modelnet40', dropout=0.5, emb_dims=1024, epochs=50, eval=False, exp_name='K20_sum', k=20, lr=0.001, model='dgcnn', model_path='', momentum=0.9, no_cuda=False, num_points=1024, seed=1, test_batch_size=16, use_sgd=True)
Using GPU : 0 from 1 devices
Train 0, loss: 2.836867, train acc: 0.415920, train avg acc: 0.241044
Test 0, loss: 2.339715, test acc: 0.511345, test avg acc: 0.379372
Train 1, loss: 2.294660, train acc: 0.592732, train avg acc: 0.408297
Test 1, loss: 2.103331, test acc: 0.648298, test avg acc: 0.523703
Train 2, loss: 2.149190, train acc: 0.655436, train avg acc: 0.489722
Test 2, loss: 1.954403, test acc: 0.719611, test avg acc: 0.617872
Train 3, loss: 2.073438, train acc: 0.686584, train avg acc: 0.533047
Test 3, loss: 1.900666, test acc: 0.763371, test avg acc: 0.650965
Train 4, loss: 2.014678, train acc: 0.714373, train avg acc: 0.573390
Test 4, loss: 1.905656, test acc: 0.752026, test avg acc: 0.648006
Train 5, loss: 1.974672, train acc: 0.732695, train avg acc: 0.594809
Test 5, loss: 1.960756, test acc: 0.721232, test avg acc: 0.634169
Train 6, loss: 1.940434, train acc: 0.744096, train avg acc: 0.615500
Test 6, loss: 1.760118, test acc: 0.811183, test avg acc: 0.705843
Train 7, loss: 1.907192, train acc: 0.760892, train avg acc: 0.638653
Test 7, loss: 1.849079, test acc: 0.781605, test avg acc: 0.669233
Train 8, loss: 1.875522, train acc: 0.773107, train avg acc: 0.653991
Test 8, loss: 1.764480, test acc: 0.816451, test avg acc: 0.715448
Train 9, loss: 1.865846, train acc: 0.777891, train avg acc: 0.662268
Test 9, loss: 1.733020, test acc: 0.824554, test avg acc: 0.733448
Train 10, loss: 1.836992, train acc: 0.792651, train avg acc: 0.688864
Test 10, loss: 1.816577, test acc: 0.792950, test avg acc: 0.694616
Train 11, loss: 1.826690, train acc: 0.798046, train avg acc: 0.696736
Test 11, loss: 1.732126, test acc: 0.827796, test avg acc: 0.719994
Train 12, loss: 1.810782, train acc: 0.804255, train avg acc: 0.702115
Test 12, loss: 1.706819, test acc: 0.835900, test avg acc: 0.760715
Train 13, loss: 1.791783, train acc: 0.807003, train avg acc: 0.707106
Test 13, loss: 1.762066, test acc: 0.807536, test avg acc: 0.708512
Train 14, loss: 1.773905, train acc: 0.818709, train avg acc: 0.723774
Test 14, loss: 1.687259, test acc: 0.844408, test avg acc: 0.752634
Train 15, loss: 1.761026, train acc: 0.824613, train avg acc: 0.733045
Test 15, loss: 1.680263, test acc: 0.856564, test avg acc: 0.795012
Train 16, loss: 1.751478, train acc: 0.830822, train avg acc: 0.735794
Test 16, loss: 1.647436, test acc: 0.855754, test avg acc: 0.787581
Train 17, loss: 1.736308, train acc: 0.838151, train avg acc: 0.751146
Test 17, loss: 1.657154, test acc: 0.870340, test avg acc: 0.786430
Train 18, loss: 1.726707, train acc: 0.843750, train avg acc: 0.757229
Test 18, loss: 1.648828, test acc: 0.856969, test avg acc: 0.766355
Train 19, loss: 1.710608, train acc: 0.849552, train avg acc: 0.769230
Test 19, loss: 1.628446, test acc: 0.870746, test avg acc: 0.803273
Train 20, loss: 1.696354, train acc: 0.854438, train avg acc: 0.773217
Test 20, loss: 1.636443, test acc: 0.868314, test avg acc: 0.807756
Train 21, loss: 1.685141, train acc: 0.858001, train avg acc: 0.778944
Test 21, loss: 1.648154, test acc: 0.853728, test avg acc: 0.770895
Train 22, loss: 1.680420, train acc: 0.857288, train avg acc: 0.781687
Test 22, loss: 1.694580, test acc: 0.849271, test avg acc: 0.784663
Train 23, loss: 1.667797, train acc: 0.865432, train avg acc: 0.788404
